Domínio,Reino,Filo,Classe,Ordem,Família,Gênero,Espécie
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga sp. HaHa_2_1
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga sp. HaHa_2_95
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga algicola
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga lytica
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga omnivescoria
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Cellulophaga omnivescoria
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens sp. Ci31
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens sp. Hel1_33_55
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens sp. MB-3u-79
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens sp. SY33080
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens sp. MIC269
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens dokdonensis
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens spongiae
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens marinus
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens ponticola
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens tegetincola
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Nonlabens tegetincola
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides odoratus
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides fluvii
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides albus
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides sp. SCSIO 72103
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides sp. A21
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides sp. ZB35
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides phaeus
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides profundi
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides odoratimimus
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,Myroides odoratimimus
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,Gramella sp. MT6
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,Gramella sp. MAR_2010_147
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,Gramella fulva
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,Gramella flava
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,Gramella forsetii
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,Gramella echinicola
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,Gramella salexigens
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,Gramella salexigens
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,Formosa sp. L2A11
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,Formosa sp. Hel1_31_208
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,Formosa sp. Hel1_33_131
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,Formosa sp. Hel3_A1_48
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,Formosa agariphila
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,Formosa sediminum
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,Formosa sediminum
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,Lacinutrix sp. HL-RS19
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,Lacinutrix sp. WUR7
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,Lacinutrix sp. Bg11-31
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,Lacinutrix sp. 5H-3-7-4
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,Lacinutrix venerupis
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zunongwangia,Lacinutrix venerupis
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zunongwangia,Zunongwangia sp. SCSIO 43204
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zunongwangia,Zunongwangia sp. HGR-M22
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zunongwangia,Zunongwangia sp. HRR-M8
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zunongwangia,Zunongwangia profunda
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Zunongwangia profunda
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia sp. PRO95
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia sp. Dokd-P16
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia sp. 4H-3-7-5
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia sp. MED134
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia donghaensis
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Antarcticibacterium,Dokdonia donghaensis
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Antarcticibacterium,Antarcticibacterium sp. 1MA-6-2
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Antarcticibacterium,Antarcticibacterium flavum
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Antarcticibacterium,Antarcticibacterium arcticum
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algibacter,Antarcticibacterium arcticum
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algibacter,Algibacter sp. L3A6
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algibacter,Algibacter sp. L1A34
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algibacter,Algibacter alginicilyticus
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Algibacter alginicilyticus
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Salegentibacter salegens
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Salegentibacter sp. T436
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Salegentibacter mishustinae
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia,Salegentibacter mishustinae
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia,Kordia sp. SMS9
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia,Kordia antarctica
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Kordia antarctica
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita sp. H23M31
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita sp. F7
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita sublithincola
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita iocasae
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Flavobacteriaceae bacterium CG17_big_fil_post_rev_8_21_14_2_50_33_15
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Flavobacteriaceae bacterium CG_4_9_14_3_um_filter_33_16
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Flavobacteriaceae bacterium CG18_big_fil_WC_8_21_14_2_50_34_36
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Flavobacteriaceae bacterium CG02_land_8_20_14_3_00_34_13
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Flavobacteriaceae bacterium CG1_02_35_72
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Flavobacteriaceae bacterium CG_4_10_14_3_um_filter_33_47
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Flavobacteriaceae bacterium CG_4_9_14_0_8_um_filter_34_30
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Flavobacteriaceae bacterium CG_4_8_14_3_um_filter_34_10
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Flavobacteriaceae bacterium CG2_30_34_30
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Flavobacteriaceae bacterium CG2_30_31_66
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Flavobacteriaceae bacterium CG_4_10_14_0_8_um_filter_34_31
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Flavobacteriaceae bacterium CG_4_8_14_3_um_filter_31_8
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Flavobacteriaceae bacterium CG_4_10_14_3_um_filter_31_253
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Flavobacteriaceae bacterium CG17_big_fil_post_rev_8_21_14_2_50_31_13
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Flavobacteriaceae bacterium CG_4_10_14_0_8_um_filter_31_99
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Flavobacteriaceae bacterium CG_4_9_14_0_8_um_filter_31_91
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,Flavobacteriaceae bacterium CG_4_9_14_0_8_um_filter_31_91
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,Lutibacter sp. A64
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,Lutibacter sp. A80
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,Lutibacter profundi
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flagellimonas,Lutibacter profundi
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flagellimonas,Flagellimonas sp. CMM7
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flagellimonas,Flagellimonas sp. HMM57
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya,Flagellimonas sp. HMM57
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya,Olleya sp. HaHaR_3_96
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya,Olleya sp. Bg11-27
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya,Olleya aquimaris
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroserpens,Olleya aquimaris
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroserpens,Psychroserpens sp. MSW6
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroserpens,Psychroserpens sp. NJDZ02
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola,Psychroserpens sp. NJDZ02
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola,Seonamhaeicola sp. S2-3
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola,Seonamhaeicola sp. ML3
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tamlana,Seonamhaeicola sp. ML3
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tamlana,Tamlana carrageenivorans
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tamlana,Tamlana sp. s12
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Tamlana sp. s12
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Psychroflexus torquis
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Psychroflexus sp. ALD_RP9
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,Psychroflexus sp. ALD_RP9
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,Leeuwenhoekiella sp. ZYFB001
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,Leeuwenhoekiella palythoae
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Arenibacter,Leeuwenhoekiella palythoae
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Arenibacter,Arenibacter algicola
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zobellia,Arenibacter algicola
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zobellia,Zobellia galactanivorans
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sinomicrobium,Zobellia galactanivorans
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sinomicrobium,Sinomicrobium kalidii
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavivirga,Sinomicrobium kalidii
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavivirga,Flavivirga eckloniae
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Flavivirga eckloniae
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter sp. SCSIO 43206
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter sp. HG37
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter sp. HG96
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter profundi
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aureibaculum,Mesoflavibacter profundi
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aureibaculum,Aureibaculum algae
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aggregatimonas,Aureibaculum algae
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aggregatimonas,Aggregatimonas sangjinii
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Euzebyella,Aggregatimonas sangjinii
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Euzebyella,Euzebyella marina
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mariniflexile,Euzebyella marina
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mariniflexile,Mariniflexile sp. TRM1-10
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aegicerativicinus,Mariniflexile sp. TRM1-10
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aegicerativicinus,Aegicerativicinus sediminis
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Abyssalbus,Aegicerativicinus sediminis
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Abyssalbus,Abyssalbus ytuae
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zhouia,Abyssalbus ytuae
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zhouia,Zhouia spongiae
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Changchengzhania,Zhouia spongiae
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Changchengzhania,Changchengzhania lutea
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Costertonia,Changchengzhania lutea
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Costertonia,Costertonia aggregata
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Robiginitalea,Costertonia aggregata
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Robiginitalea,Robiginitalea biformata
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Galbibacter,Robiginitalea biformata
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Galbibacter,Galbibacter sp. BG1
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sediminicola,Galbibacter sp. BG1
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sediminicola,Sediminicola sp. YIK13
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium,Sediminicola sp. YIK13
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium,Salinimicrobium sp. HN-2-9-2
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gillisia,Salinimicrobium sp. HN-2-9-2
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gillisia,Gillisia sp. Hel1_33_143
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Rasiella,Gillisia sp. Hel1_33_143
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Rasiella,Rasiella rasia
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pukyongia,Rasiella rasia
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pukyongia,Pukyongia salina
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sabulilitoribacter,Pukyongia salina
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sabulilitoribacter,Sabulilitoribacter sp. BrNp1-15
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bizionia,Sabulilitoribacter sp. BrNp1-15
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bizionia,Bizionia sp. M204
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia,Bizionia sp. M204
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia,Wenyingzhuangia fucanilytica
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gilvibacter,Wenyingzhuangia fucanilytica
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gilvibacter,Gilvibacter sp. SZ-19
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Oceanihabitans,Gilvibacter sp. SZ-19
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Oceanihabitans,Oceanihabitans sp. IOP_32
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muriicola,Oceanihabitans sp. IOP_32
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muriicola,Muriicola soli
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Imtechella,Muriicola soli
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Imtechella,Imtechella halotolerans
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Urechidicola,Imtechella halotolerans
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Urechidicola,Urechidicola croceus
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Constantimarinum,Urechidicola croceus
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Constantimarinum,Constantimarinum furrinae
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Siansivirga,Constantimarinum furrinae
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Siansivirga,Siansivirga zeaxanthinifaciens
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Croceibacter,Siansivirga zeaxanthinifaciens
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Croceibacter,Croceibacter atlanticus
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Marixanthomonas,Croceibacter atlanticus
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Marixanthomonas,Marixanthomonas sp. SCSIO 43207
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Amniculibacterium,Marixanthomonas sp. SCSIO 43207
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Amniculibacterium,Amniculibacterium sp. G2-70
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Candidatus Arcticimaribacter,Amniculibacterium sp. G2-70
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Candidatus Arcticimaribacter,Candidatus Arcticimaribacter forsetii
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Candidatus Arcticimaribacter,Candidatus Arcticimaribacter forsetii
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Candidatus Arcticimaribacter forsetii
Bacteria,Fungi,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. MMS21-Ot14
